Ses01F_impro01_F000,EXCUSE ME,EXCUSE,EXCUSE ME OH,EXCUSE ME AND,OH EXCUSE ME,BUT EXCUSE ME,EXCUSE ME SIR,EXCUSE ME BUT,EXCUSE ME NOW,AND EXCUSE ME
Ses01F_impro03_F017,AH I THINK SEVEN HUNDRED FIFTY DOLLARS,I I THINK SEVEN HUNDRED FIFTY DOLLARS,A I THINK SEVEN HUNDRED FIFTY DOLLARS,I THINK SEVEN HUNDRED FIFTY DOLLARS,OH I THINK SEVEN HUNDRED FIFTY DOLLARS,AH I THANK SEVEN HUNDRED FIFTY DOLLARS,I I THANK SEVEN HUNDRED FIFTY DOLLARS,A I THANK SEVEN HUNDRED FIFTY DOLLARS,AND I THINK SEVEN HUNDRED FIFTY DOLLARS,WELL I THINK SEVEN HUNDRED FIFTY DOLLARS
Ses01F_impro03_F018,RUE HENNIESLATS NEVER SAW A PRETTY PLACE,RUE HENNIESLATTES NEVER SAW A PRETTY PLACE,RUE HENNIESLATS WHERE HE SAW A PRETTY PLACE,RUE HENNIESLATS NEVER SAW A DIRTY PLACE,RUE HENNIESLATS WHERE WE SAW A PRETTY PLACE,RUE HENNIESLATTES NEVER SAW A DIRTY PLACE,RUE HENNIESLATTES WHERE HE SAW A PRETTY PLACE,RUE HENNIESLATTES WHERE WE SAW A PRETTY PLACE,RUE HENNIESLATS AND WE SAW A PRETTY PLACE,RUE PENNISLATS WHERE WE SAW A PRETTY PLACE
Ses01F_impro03_F019,WELL HERE,OH YES,WELL YES,WELL DEAR,OH HERE,WELL PIERRE,OH DEAR,HERE,OH PIERRE,LOOK HERE
Ses01F_impro03_F021,YEAH WE PLAYED WELL FOR TEN PENNIES IT'S LIKE A GIANT THING WITH LADY'S ORDERS,YEAH WE PLAYED WELL FOR TEN PENNIES IT'S LIKE A GIANT THING WITH THE LADY'S ORDERS,YEAH WE PLAYED WITH A FOURTEEN PENNIES IT'S LIKE A GIANT THING WITH THE LADY'S ORDERS,YEAH WE PLAYED WELL FOR TEN PENNIES IT'S LIKE A GIANT THING WITH THE LADY'S HORSE,YEAH WE PLAYED WELL FOR TEN PENNIES IT'S LIKE A GIANT THING WITH A LADY'S ORDERS,YEAH WE PLAYED WELL FOR TEN PENNIES IT'S LIKE A GIANT THING WITH A LADY'S HORSE,YEAH WE PLAYED WITH A FOURTEEN PENNIES IT'S LIKE A GIANT THING WITH A LADY'S ORDERS,YEAH WE PLAYED WELL FOR TEN PENNIES IT'S LIKE A GIANT THING WITH A LADY'S VOICE,YEAH WE PLAYED WITH A FOURTEEN PENNIES IT'S LIKE A GIANT THING WITH A LADY'S HORSE,YEAH WE PLAYED A LITTLE FOR TEN PENNIES IT'S LIKE A GIANT THING WITH LADY'S ORDERS
Ses01F_impro03_F022,FIFTY BLACKS,FIFTY FIVE SIXTY ONE,FIFTY FIVE FIFTY ONE,FIFTY BLACKS EVERY ONE,FIFTY BLACKS FIFTY ONE,FIFTY BLACKSMITH,FIFTY BLACKS THE ONE,FIFTY BLACKS AS THEY WERE,FIFTY BLACKS IN THE GARDEN,FIFTY BLACKS IS THE ONE
Ses01F_impro03_F023,SKIN,STAND,SKINNED,THIN,THEN,AND,AGAIN,STILL,SIN,SKINS
Ses01F_impro03_F024,BUT SO NOW WE'RE MARRIED WE'VE GOT CHILDREN,BUT SO NOW WE'RE MARRIED WE'VE KEPT CHILDREN,BUT SO NOW WE'RE MARRIED WE'VE HAD CHILDREN,BUT SO NOW WE'RE MARRIED AND WE'VE GOT CHILDREN,BUT SO NOW WE'RE MARRIED NOW WE'VE GOT CHILDREN,BUT SO NOW WE'RE MARRIED WELL WE'VE GOT CHILDREN,BUT SO NOW WE'RE MARRIED OH WE'VE GOT CHILDREN,BUT SO NOW WE'RE MARRIED WE WE'VE GOT CHILDREN,BUT SO NOW WE'RE MARRIED ONLY WE'VE GOT CHILDREN,BUT SO NOW WE'RE MARRIED WELL WE'VE KEPT CHILDREN
Ses01F_impro03_F025,WE RENAMED BRENDA LUMBER JANET,YES WE RENAMED BRENDA LUMBER JANET,OH WE RENAMED BRENDA LUMBER JANET,YES WE RENAMED BRENDA LUMBER JANE,WELL WE RENAMED BRENDA LUMBER JANET,WE RENAMED BRENDA LUMBERED JANET,WE WERE RENAMED BRENDA LUMBER JANET,NO WE RENAMED BRENDA LUMBER JANET,OH WE RENAMED BRENDA LUMBER JANE,AND WE RENAMED BRENDA LUMBER JANET
Ses01F_impro03_F026,SHE NEEDS A NEW NAME EACH STATE THAT WE GO INTO,SHE NEEDS A NEW NAME EACH DAY THAT WE GO INTO,SHE NEEDS A NEW NAME EACH SIDE THAT WE GO INTO,SHE NEEDS A NEW NAME EACH DAY THAT WE GO INTO IT,SHE NEEDS A NEW NAME EACH STAGE THAT WE GO INTO,SHE NEEDS A NEW NAME EACH DAY THAT WE GO INTO HER,SHE NEEDS A NEW NAME EACH THING THAT WE GO INTO,SHE NEEDS A NEW NAME EACH STATE WE GO INTO,SHE NEEDS A NEW NAME EACH STATE THAT WE GO TO,SHE NEEDS A NEW NAME EACH DAY THAT WE GO TO
Ses01F_impro03_M000,SO I SAID WHAT'S NEW,SO IT'S UP IT'S NEW,SO IT'S UP WHAT'S NEW,SO I SAY WHAT'S NEW,SO IT'S UP WITH YOU,SO HE SAID WHAT'S NEW,SO IT'S UP WITH ME,SO IT'S WHAT'S NEW,SO IT'S UP THAT'S NEW,SO IT'S THAT WHAT'S NEW
Ses01F_impro03_M001,THAT YARD,THAT YONDER,THAT YOU ARE,THAT YE ARE,THAT YOU ARE HEARD,THAT YO ARE,THAT YON,THAT YE ARE HEARD,THAT YACHT,THAT YORE HEARD
Ses01F_impro03_M003,WHO'D YOU MARRY HA HA HA HA,WHO'D YOU MARRY HA HA HA,WHO'D YOU MARRY HA HA HA HA HA,WHO DID YOU MARRY HA HA HA,WHO DID YOU MARRY HA HA HA HA,WHO DO YOU MARRY HA HA HA HA,WHO DO YOU MARRY HA HA HA,WHO'D YOU MARRY HIM HA HA HA HA,WHO DID YOU MARRY HA HA HA HA HA,WHO YOU MARRY HA HA HA HA
Ses01F_impro03_M006,HE TURNED TO YOU AND WAS LIKE,HE TURNED TO YOU AND WAS RIGHT,HE TURNED TO YOU AND HIS LIKE,HE TURNED TO YOU AND WAS LATE,HE TURNED TO YOU AND WAS GLAD,HE TURNED TO YOU AND WAS DEAD,HE TURNED TO YOU AND WAS GONE,HE TURNED TO YOU AND WAS I,HE TURNED TO YOU IT WAS LIKE,HE TURNED TO YOU AND IS LIKE
Ses01F_impro03_M007,AND IT'S REALLY ROMANTIC,IT'S REALLY ROMANTIC,BUT IT'S REALLY ROMANTIC,AND THAT'S REALLY ROMANTIC,THAT'S REALLY ROMANTIC,YES IT'S REALLY ROMANTIC,BESIDES IT'S REALLY ROMANTIC,NIGHTS IT'S REALLY ROMANTIC,OH IT'S REALLY ROMANTIC,AND IT'S RATHER ROMANTIC
Ses01F_impro03_M008,SAY DAT FUR,SAY DAT FO,SE DAT FUR,SES DAT FUR,SAY DOT FORT,SAY DOT FURT,SES DAT FOR,SAY DOT FOT,SE DAT FOT,DEY DAT FUR
Ses01F_impro03_M009,DOES THAT MEAN YOU'RE GOING TO GET A CITIZENSHIP TOO IN ENGLAND OR NEVER HAVE,DOES THAT MEAN YOU'RE GOING TO GET A CITIZENSHIP TOO IN ENGLAND OR NEVER HOW,DOES THAT MEAN YOU'RE GOING TO GET A CITIZENSHIP TOO AND IN ENGLAND OR NEVER HOW,DOES THAT MEAN YOU'RE GOING TO GET CITIZENSHIP TOO IN ENGLAND OR NEVER HAVE,DOES THAT MEAN YOU'RE GOING TO GET A CITIZENSHIP TOO AND IN ENGLAND OR NEVER HAVE,DOES THAT MEAN YOU'RE GOING TO GET A CITIZENSHIP TOO IN IN ENGLAND OR NEVER HOW,DOES THAT MEAN YOU'RE GOING TO GET CITIZENSHIP TOO IN IN ENGLAND OR NEVER HAVE,DOES THAT MEAN YOU'RE GOING TO GET A CITIZENSHIP TOO IN IN ENGLAND OR NEVER HAVE,DOES THAT MEAN YOU'RE GOING TO GET CITIZENSHIP TOO IN IN ENGLAND OR NEVER HOW,DOES THAT MEAN YOU'RE GOING TO GET CITIZENSHIP TOO AND IN ENGLAND OR NEVER HOW
Ses01F_impro03_M011,THE OTHER I'LL HAVE LIKE A LONG BESET CAN YOU GO VISIT THEN FOR A LONG TIME,THE OTHER I'LL HAVE LIKE A LONG BISCUIT CAN YOU GO VISIT THEN FOR A LONG TIME,THE OTHER I'LL HAVE LIKE A LONG PISA CAN YOU GO VISIT THEN FOR A LONG TIME,THE OTHER YOU'LL HAVE LIKE A LONG BISCUIT CAN YOU GO VISIT THEN FOR A LONG TIME,THE OTHER I'LL HAVE LIKE A LONG BISCUIT CAN YOU GO VISIT THEM FOR A LONG TIME,THE OTHER I'LL HAVE LIKE A LONG BISCUIT CAN YOU GO VISIT THEN FOR A LONG TIME I REPLIED,THE OTHER YOU'LL HAVE LIKE A LONG BISCUIT CAN YOU GO VISIT THEN FOR A LONG TIME I REPLIED,THE OTHER I'LL HAVE LIKE A LONG BISCUIT CAN YOU GO VISIT THEN FOR A LONG TIME AFTER,THE OTHER YOU'LL HAVE LIKE A LONG BISCUIT CAN YOU GO VISIT THEN FOR A LONG TIME AFTER,THE OTHER I'LL HAVE LIKE A LONG BISCUIT CAN YOU GO VISIT THEN FOR A LONG TIME I
Ses01F_impro03_M013,YOU CAN EAT ANOTHER ONE OF THOSE,YOU LIKE TO EAT ANOTHER ONE OF THOSE,YOU'D LIKE TO EAT ANOTHER ONE OF THOSE,YOU MIGHT CAN EAT ANOTHER ONE OF THOSE,IF YOU LIKE TO EAT ANOTHER ONE OF THOSE,IF I CAN EAT ANOTHER ONE OF THOSE,HE'D LIKE TO EAT ANOTHER ONE OF THOSE,IF YOU LIKE CAN EAT ANOTHER ONE OF THOSE,IF YOU CAN EAT ANOTHER ONE OF THOSE,I THINK I CAN EAT ANOTHER ONE OF THOSE
Ses01F_impro03_M014,YES BUT IS IT YOUR FAULT THAT WE SAID,YES BUT IS IT YOUR FAULT THAT HE SAID,YES BUT IS IT YOUR FAULT THAT IT IS,YES BUT IT IS LIKE A FLOUNDER,YES BUT IT IS A GOOD THING THAT HE SAID,YES BUT IT IS A GOOD THING THAT WAS SAID,YES BUT IT IS SUCH A THING THAT WE SAID,YES BUT IT IS SUCH A ONE THAT WE SAID,YES BUT IT IS LIKE A FOOL THAT IS IT,YES BUT IT IS SUCH A ONE THAT IS THAT
Ses01F_impro03_M015,NOW IF HE LOVES YOU,IF HE LOVES YOU,NOW HE LOVES YOU,NOW IF SHE LOVES YOU,NOW SHE LOVES YOU,NOW AS HE LOVES YOU,IF SHE LOVES YOU,SHE LOVES YOU,HE LOVES YOU,AS HE LOVES YOU
Ses01F_impro03_M016,HOW MUCH DID HE WIN AND SLIDE,HOW MUCH DID HE RUN AND SLIDE,HOW MUCH DID HE WIND AND SLIDE,HOW MUCH DID HE WIN THEN SLIDE,HOW MUCH DID HE WIN IN SLIDE,HOW MUCH DID HE WIN THE SLIDE,HOW MUCH DID YOU WIN AND SLIDE,HOW MUCH DID HE RING AND SLIDE,HOW MUCH DID HE GRIN AND SLIDE,HOW MUCH DID HE RUN IN SLIDE
Ses01F_impro03_M019,I'M GLAD THE WHEEL OF FORTUNE QUARTERS BUT IT JUST COSTS SO MUCH MORE,I'M GLAD THE WHEEL OF FORTUNE QUARTERS BUT IT JUST COSTS SO MUCH,I'M GLAD THE WHEEL OF FORTUNE QUARTERS BUT IT JUST COSTS SO MUCH THE MORE,I'M BIG FANCY WHEEL OF FORTUNE QUARTERS BUT IT JUST COSTS SO MUCH MORE,I'M BIG FANCY WHEEL OF FORTUNE QUARTERS BUT IT JUST COSTS SO MUCH,I'M BIG FANCY THE WHEEL OF FORTUNE QUARTERS BUT IT JUST COSTS SO MUCH MORE,I'M BIG FANCY WHEEL OF FORTUNE QUARTERS BUT IT JUST COSTS SO MUCH THE MORE,I'M BIG FANCY THE WHEEL OF FORTUNE QUARTERS BUT IT JUST COSTS SO MUCH,I'M BIG FANCY THE WHEEL OF FORTUNE QUARTERS BUT IT JUST COSTS SO MUCH THE MORE,I'M BIG FANCY WHEEL OF FORTUNE QUARTERS BUT IT JUST COST SO MUCH
Ses01F_impro03_M020,BUT THE PENNIE'S ALWAYS GET YOU BECAUSE ANY OF SPENDING A LIE YOU KNOW FIFTY BOOKS,BUT THE PENNIE'S ALWAYS GET YOU BECAUSE ANY OF SPENDING A LIE YOU KNOW FIFTY BUCKS,BUT THE PENNIES ALWAYS GET YOU BECAUSE I'M NOT SPENDING A LIE YOU KNOW FIFTY BOOKS,BUT THE PENNIES ALWAYS GET YOU BECAUSE I'M NOT SPENDING A LIE YOU KNOW FIFTY BUCKS,BUT THE PENNIE'S ALWAYS GET YOU BECAUSE I NEED OF SPENDING A LIE YOU KNOW FIFTY BOOKS,BUT THE PENNIE'S ALWAYS GET YOU BECAUSE I NEED OF SPENDING A LIE YOU KNOW FIFTY BUCKS,BUT THE PENNIES ALWAYS GET YOU BECAUSE THEY'RE NOT SPENDING A LIE YOU KNOW FIFTY BOOKS,BUT THE PENNIES ALWAYS GET YOU BECAUSE THEY'RE NOT SPENDING A LIE YOU KNOW FIFTY BUCKS,BUT THE PENNIE'S ALWAYS GET YOU BECAUSE I AM NOT SPENDING A LIE YOU KNOW FIFTY BOOKS,BUT THE PENNIE'S ALWAYS GET YOU BECAUSE I AM NOT SPENDING A LIE YOU KNOW FIFTY BUCKS
Ses01F_impro03_M021,LIKE CYPRUS'S PENNIES LIKE GWENNA'S,LIKE WEBRUS'S PENNIES LIKE GWENDOLYN'S,LIKE WEDRUS'S PENNIES LIKE GWENDOLYN'S,LIKE WEBBUS'S PENNIES LIKE GWENDOLYN'S,LIKE CYPRUS'S PENNIES LIKE GWYNNE'S,LIKE CYPRUS IT'S PENNIES LIKE GWENDOLYN,LIKE WEDRUS'S PENNIES LIKE GWYNPLAINE'S,LIKE WEBRUS'S PENNIES LIKE GWYNPLAINE'S,LIKE WEPRUS'S PENNIES LIKE GWYNPLAINE'S,LIKE CYPRUS'S PENNIES LIKE GWENDOLYN'S
Ses01F_impro03_M022,ARSEN,AUSTIN,AUTOM,AUSTEN,AWESOME,AUM,AUSEN,AUCTION,OXEN,ALIEN
Ses01F_impro03_M023,HA HA CANNABIES,HA HA HA CANNABIES,HA HA CANTABIES,HA HA HA CANTABIES,HA HA HA CAN BABIES,HA HA HA CANABIES,HA HA HA HA CANNABIES,HA HA CAN'T BABIES,HA HA HA CANNED BABIES,HA HA HA CANNAB
Ses01F_impro03_M024,IT HAD BURNED UP,IT HAD GROWN UP,HE HAD GROWN UP,IT HAS GROWN UP,IT HAD BURNED OFF,IT HAS BURNED UP,YOU HAVE GROWN UP,SHE HAD GROWN UP,IT HAD BEEN OFF,THEY HAD GROWN UP
Ses01F_impro04_F000,AH WHAT A GRACIOUS OH THE INTERNATE THING,AH WHAT A PRICELESS OH THE INTERNATE THING,AH WHAT A PRICELESS OH ALL THAT IN THAT THING,AH WHAT A GRACELESS OH THE INTERNATE THING,AH WHAT A GRACIOUS OH ALL THE INTERNATE THING,AH WHAT A PRICELESS OH ALL THE INTERNATE THING,AH WHAT A PRICELESS OH AT THE END OF THAT THING,AH WHAT A CRISIS OH THE INTERNATE THING,AH WHAT A PRICELESS OH THAT'S NOT THE THING,AH WHAT A PRICELESS OH ALL THAT IS IN THAT THING
Ses01F_impro04_F001,I DON'T ALWAYS MANAGE THAT'S ALL LIKE ESCORT SERVICES AND THINGS LIKE THAT,I DON'T ALWAYS KNOW THAT'S ALL LIKE ESCORT SERVICES AND THINGS LIKE THAT,I DON'T ALWAYS KNOW THAT THAT'S ALL LIKE ESCORT SERVICES AND THINGS LIKE THAT,I DON'T ALWAYS KNOW WHAT THAT'S ALL LIKE ESCORT SERVICES AND THINGS LIKE THAT,I DON'T ALWAYS MEAN THAT THAT'S ALL LIKE ESCORT SERVICES AND THINGS LIKE THAT,I DON'T ALWAYS KNOW WHAT IT'S ALL LIKE ESCORT SERVICES AND THINGS LIKE THAT,I DON'T ALWAYS KNOW IT THAT'S ALL LIKE ESCORT SERVICES AND THINGS LIKE THAT,I DON'T ALWAYS MANAGE IT THAT'S ALL LIKE ESCORT SERVICES AND THINGS LIKE THAT,I DON'T ALWAYS KNOW THAT'S ALL LIKE ESCORT SERVICES WITH THINGS LIKE THAT,I DON'T ALWAYS MANAGE THAT'S ALL LIKE ESCORT SERVICES WITH THINGS LIKE THAT
Ses01F_impro04_F005,HE JUST,HE JIST,HE JEST,HE DRESSED,YOU JUST,HE ASKED,YOU JEST,HE JUMPED,HE SUGGESTED,HE SAID
Ses01F_impro04_F006,YOU KNOW WHAT I HEARD ABOUT THAT JOB I APPLIED FOR THAT,YOU KNOW WHAT I HEARD ABOUT THAT JOB I PAID FOR THAT,YOU KNOW WHAT I HEARD ABOUT THAT JOB I OBTAINED FOR THAT,YOU KNOW WHAT I HEARD ABOUT THAT JOB I APPLIED FOR,YOU KNOW WHAT I HEARD ABOUT THAT JOB I TRIED FOR THAT,YOU KNOW WHAT I HEARD ABOUT THAT JOB I PLAYED FOR THAT,YOU KNOW WHAT I HEARD ABOUT THAT JOB I EMPLOYED FOR THAT,YOU KNOW WHAT I HEARD ABOUT THAT JOB I REPLIED FOR THAT,YOU KNOW WHAT I HEARD ABOUT THAT JOB I MADE FOR THAT,YOU KNOW WHAT I HEARD ABOUT THAT JOB I APPOINTED FOR THAT
Ses01F_impro04_F009,YES,YEA,YEAH,,YET,YE,YEAS,YEH,YOU,YEZ
Ses01F_impro04_F013,I JUST I MEAN I CALL PEOPLE UP AND I TELL HIM WHAT I'M GOOD AT,I JUST MEAN I CALL PEOPLE UP AND I TELL HIM WHAT I'M GOOD AT,I JUST I MEAN I CALL PEOPLE UP AND I TELL EM WHAT I'M GOOD AT,I JUST MEAN I CALL PEOPLE UP AND I TELL EM WHAT I'M GOOD AT,AH JUST I MEAN I CALL PEOPLE UP AND I TELL HIM WHAT I'M GOOD AT,OH JUST I MEAN I CALL PEOPLE UP AND I TELL HIM WHAT I'M GOOD AT,WHY JUST I MEAN I CALL PEOPLE UP AND I TELL HIM WHAT I'M GOOD AT,I JUST I MEAN I CALL PEOPLE UP AND I TELL THEM WHAT I'M GOOD AT,JUST I MEAN I CALL PEOPLE UP AND I TELL HIM WHAT I'M GOOD AT,I GUESS I MEAN I CALL PEOPLE UP AND I TELL HIM WHAT I'M GOOD AT
Ses01F_impro04_F014,THE GALE RIGHT OUT,THE GAL RIGHT OUT,THE GAL READ IT OUT,GAN ALL RIGHT OUT,THE GAN ALL RIGHT OUT,THE GAL RUN OUT,THE GALE RUN OUT,THE GAN ALL RIGHT,THE GAL WRITE IT OUT,THE GAL RUN IT OUT
Ses01F_impro04_F028,I'M NOT RESTRAINED,I'M NOT RESTRAINING IT,I'M NOT RESTRAINING ANYBODY,I'M NOT RESTRAINING YOU,I'M NOT RESTRAINING YOU JACOB,I'M NOT RESTRAINING IT YET,I'M NOT RESTRAINING IT NOW,I'M NOT RESTRAINING EUGENE,I'M NOT RESTRAINING IT EUGENE,I'M NOT RESTRAINING YOU JANE
Ses01F_impro04_F029,WHO DO YOU THINK YOU ARE,WHO DO YOU THINK YOU WERE,WHO DO YOU THINK YOU,WHO DO YOU THINK YOU IS,WHO DO YOU THINK YOU HAVE,WHAT DO YOU THINK YOU ARE,WHO DO YOU THINK,WHERE DO YOU THINK YOU ARE,HOW DO YOU THINK YOU ARE,WHO DO YOU THINK WE ARE
Ses01F_impro04_F030,YOU'RE SO HIGH AND MINDED I JUST,YOU ARE SO HIGH AND MINDED I JUST,YOU ARE SO HIGH AND MINDY I JUST,YOU'RE SO HIGH AND MINDY I JUST,YOU WERE SO HIGH AND MINDED I JUST,YOU WERE SO HIGH AND MINDY I JUST,YOU ARE SO HIGH AND WINDY I JUST,YOU'RE SO HIGH AND WINDY I JUST,YOU'RE SO HIGH AND MIGHTY I JUST,YOU'RE SO HIGH MINDED I JUST
Ses01F_impro04_F031,I'M SAVING THE ENVIRONMENT I'M RUNNING THIS CAR BECAUSE I WANT TO,I'M SAVING THE ENVIRONMENT I'M WRITING THIS CAR BECAUSE I WANT TO,I'M SAVING THE ENVIRONMENT I'M RUNNING THIS CAR BECAUSE I I WANT TO,I'M SAVING THE ENVIRONMENT I'M READING THIS CAR BECAUSE I WANT TO,I'M SAVING THE ENVIRONMENT I'M GETTING THIS CAR BECAUSE I WANT TO,I'M SAVING THE ENVIRONMENT I'M READY THIS CAR BECAUSE I WANT TO,I'M SAVING THE ENVIRONMENT I'M RIDING THIS CAR BECAUSE I WANT TO,I'M SAVING THE ENVIRONMENT I'M WORKING THIS CAR BECAUSE I WANT TO,OH I'M SAVING THE ENVIRONMENT I'M RUNNING THIS CAR BECAUSE I WANT TO,BUT I'M SAVING THE ENVIRONMENT I'M RUNNING THIS CAR BECAUSE I WANT TO
Ses01F_impro04_F032,BUT I'M WRITING THE BUS BECAUSE I WANT TO,BUT I'M WRITING THE BUST BECAUSE I WANT TO,THE BUS I'M WRITING THE BUS BECAUSE I WANT TO,THE BUST I'M WRITING THE BUST BECAUSE I WANT TO,BUT I'M WRITING THE BUSTS BECAUSE I WANT TO,THE BUST I'M WRITING THE BUS BECAUSE I WANT TO,BUT I'M WRITING THE BUS BECAUSE I WANT TO AND,BUT I'M WRITING THE BUS BECAUSE I WANT TO KNOW,THE BUST I'M WRITING THE BEST BECAUSE I WANT TO,THE BUTTS I'M WRITING THE BUS BECAUSE I WANT TO
Ses01F_impro04_F033,I CANNOT YOU ARE NOT HERE BY CHOICE NOBODY WOULD WRITE THIS BOOK BY CHOICE,I CANNOT YOU ARE NOT YOUR RIGHT CHOICE NOBODY WOULD WRITE THIS BOOK BY CHOICE,I CANNOT YOU ARE NOT HERE BY CHOICE NOBODY WOULD WRITE THIS BEST BY CHOICE,I CANNOT YOU ARE NOT HERE RIGHT CHOICE NOBODY WOULD WRITE THIS BOOK BY CHOICE,I CANNOT YOU ARE NOT YOUR RIGHT CHOICE NOBODY WOULD WRITE THIS BEST BY CHOICE,I CANNOT YOU ARE NOT HERE BY CHOICE NOBODY WOULD WRITE THIS BUT BY CHOICE,I CANNOT YOU ARE NOT HERE BY CHOICE NOBODY WOULD WRITE THIS BUS BY CHOICE,I CANNOT YOU ARE NOT YOUR RIGHT CHOICE NOBODY WOULD WRITE THIS BUS BY CHOICE,I CANNOT YOU ARE NOT HERE BY CHOICE NOBODY WOULD WRITE THIS LETTER BY CHOICE,I CANNOT YOU ARE NOT YOUR RIGHT CHOICE NOBODY WOULD WRITE THIS LETTER BY CHOICE
Ses01F_impro04_M000,HAVE YOU TRIED A CRISIS,HAVE YOU TRIED TO A CRISIS,HAVE YOU TRIED TO A CRITICALIST,HAVE YOU TRIED TO A CRITICS LIST,HAVE YOU TRIED TO A CHRYSALIS,HAVE YOU TRIED TO A CRICKET,HAVE YOU TRIED TO HAVE A CRISIS,HAVE YOU TRIED TO A CRITICISE,HAVE YOU TRIED TO ADD A CRISIS,HAVE YOU TRIED TO DO A CRISIS
Ses01F_impro04_M001,NOW,NO,,HERE,WELL,YES,AND NOW,THERE,YO,WHERE
Ses01F_impro04_M002,NO THIS REGULAR JOB TO ME,NO THIS REGULAR JOB TO MAKE,NO THERE'S REGULAR JOB TO MAKE,NO THERE'S REGULAR JOB TO ME,NO IT'S REGULAR JOB TO ME,NO IT'S REGULAR JOB TO MAKE,NO THAT'S REGULAR JOB TO ME,NO HE'S REGULAR JOB TO ME,NO THERE'S REGULAR JOB TO NIGHT,NO THAT'S REGULAR JOB TO MAKE
Ses01F_impro04_M003,EDGAR JUST,EDGAR JUST I,EDGAR JUST THAT,L V I,EDGAR JUST A,EDINBURGH JUST,EDGAR JUST AS,EDGAR JUST LIKE,EDINBURGH,EDINBURGH JUST THAT
Ses01F_impro04_M004,I'M JUST SAYING I'M A FRIEND THAT'D GOT A GOOD JOB ON ITSELF AS RECOMMENDING IT,I'M JUST SAYING I'M A FRIEND THAT'S GOT A GOOD JOB ON ITSELF IS RECOMMENDING IT,I'M JUST SAYING I'M A FRIEND THAT'S GOT A GOOD JOB ON ITSELF AS RECOMMENDING IT,I'M JUST SAYING I'M A FRIEND THAT'D GOT A GOOD JOB ON ITSELF IS RECOMMENDING IT,I'M JUST SAYING I'M A FRIEND THAT'D GOT A GOOD JOB ON ITSELF JUST RECOMMENDING IT,I'D JUST SAY I'M A FRIEND THAT'D GOT A GOOD JOB ON ITSELF AS RECOMMENDING IT,I'M JUST SAY I'M A FRIEND THAT'D GOT A GOOD JOB ON ITSELF AS RECOMMENDING IT,I'M JUST SAY I'M A FRIEND THAT'S GOT A GOOD JOB ON ITSELF IS RECOMMENDING IT,I'M JUST SAY I'M A FRIEND THAT'S GOT A GOOD JOB ON ITSELF AS RECOMMENDING IT,I'LL JUST SAY I'M A FRIEND THAT'D GOT A GOOD JOB ON ITSELF AS RECOMMENDING IT
Ses01F_impro04_M005,OH HE'S LIKE A MANAGER FOR A THEATER,OH HE'S LIKE A MANAGER FOR A THEATRE,A M HE'S LIKE A MANAGER FOR A THEATER,AHEM HE'S LIKE A MANAGER FOR A THEATER,AHEM HE'S LIKE A MANAGER FOR A THEATRE,A M HE'S LIKE A MANAGER FOR A THEATRE,AH HE'S LIKE A MANAGER FOR A THEATER,AHA HE'S LIKE A MANAGER FOR A THEATER,AH HE'S LIKE A MANAGER FOR A THEATRE,AHA HE'S LIKE A MANAGER FOR A THEATRE
Ses01F_impro04_M006,TAKE A HOUSE MAN AND YOU WANT TO GET ON,TAKE A HOUSE MAN AND YOU HAVE TO GET ON,TAKE A HOUSE MAN YOU WANT TO GET ON,TAKE A HOUSEMAN AND YOU WANT TO GET ON,TAKE A HOUSE MAN AND YOU OUGHT TO GET ON,TAKE A HOUSEMAN AND YOU HAVE TO GET ON,TAKE A HOUSE MAN AND YOU HAVE TO GET CHILDREN,TAKE A HOUSE MAN IF YOU WANT TO GET ON,TAKE A HOUSEMAN AND YOU OUGHT TO GET ON,TAKE A HOUSE MAN AND YOU HAVE TO GET ALONG
Ses01F_impro04_M007,HE DID,WE DID,YOU DID,I DID,MY DEAR,WE DO,YOU DO,HE SAID,YOU DARE,I DO
Ses01F_impro04_M008,NOW,THEN,,THAT,THOU,THEM,DOWN,THERE,NO,WELL
Ses01F_impro04_M009,YOU'VE BEEN LOOKING FOR A JOB FOR LORNA AND THAT'S LONG TIME AGO,YOU'VE BEEN LOOKING FOR A JOB FOR LORNA AND THERE'S LONG TIME AGO,YOU'VE BEEN LOOKING FOR A JOB FOR LORNA AND THAT'S A LONG TIME AGO,YOU'VE BEEN LOOKING FOR A JOB FOR LORNA THAT'S LONG TIME AGO,YOU'VE BEEN LOOKING FOR A JOB FOR LONG TIME AND THERE'S LONG TIME AGO,YOU'VE BEEN LOOKING FOR A JOB FOR LAWRENCE AND THAT'S LONG TIME AGO,YOU'VE BEEN LOOKING FOR A JOB FOR LORNA AND IT'S LONG TIME AGO,YOU'VE BEEN LOOKING FOR A JOB FOR A LONG TIME AND THERE'S LONG TIME AGO,YOU'VE BEEN LOOKING FOR A JOB FOR LARRY AND THERE'S LONG TIME AGO,YOU'VE BEEN LOOKING FOR A JOB FOR A LONG TIME AND THAT'S LONG TIME AGO
Ses01F_impro04_M010,I,AH,BUT,A,OH,WHAT,AY,R,HUH,ART
